payment_date,payment_month,supplier,expense_type,expense_area,supplier_type,supplier_post_code,amount,transaction_number,description
2024-12-12,2024-12-01 00:00:00,SALIX FINANCE LTD,Current Grants To Private Sector - Npish,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Industrial Decarbonisation And Emissions Trading,Grant,Ec4n 7be,804154.36,643430,Desnz - Low Carbon Skills Fund Lcsf-current Grants To Private Sector - Npish
2024-12-12,2024-12-01 00:00:00,CGI IT UK LTD,It Management And Change - Application Support Services,"Desnz - Net Zero, Nuclear & International - Desnz - Nuclear Protection Directorate",Vendor,Ec3m 3by,27250.08,642168,Desnz - Rrems Business As Usual-it Management And Change - Application Support Services
2024-12-12,2024-12-01 00:00:00,21-39 (ODD) ADDENBROOKE'S ROAD FREEHOLD LTD,Capital Grants To Private Sector - Companies,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Clean Heat,Grant,B2 9as,25552.8,642565,Desnz - Heat Networks Efficiency Scheme (Hnes)-Capital Grants To Private Sector - Companies
2024-12-12,2024-12-01 00:00:00,KELLAS MIDSTREAM LTD,Capital Grants To Private Sector - Companies,Desnz - Energy Infrastructure - Desnz - Hydrogen And Industrial Carbon Capture,Grant,Sw1h 0bl,8117481.0,643434,Desnz - Net Zero Hydrogen Team-capital Grants To Private Sector - Companies
2024-12-12,2024-12-01 00:00:00,SPRINGFIELDS FUELS LTD,Capital Grants To Private Sector - Companies,"Desnz - Net Zero, Nuclear & International - Desnz - Nuclear Power And Decommissioning",Vendor,Pr4 0xj,317382.87,643135,Desnz - Critical Infrastructure And Capability Package - Fuel Programme-capital Grants To Private Sector - Companies
2024-12-12,2024-12-01 00:00:00,NOTTING HILL GENESIS,Capital Grants To Private Sector - Companies,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Clean Heat,Grant,N1 9fl,284428.55,642550,Desnz - Heat Networks Efficiency Scheme (Hnes)-Capital Grants To Private Sector - Companies
2024-12-12,2024-12-01 00:00:00,UK ATOMIC ENERGY AUTHORITY (UKAEA),Grant-in-aid To Arms Length Bodies,"Desnz - Net Zero, Nuclear & International - Desnz - New Nuclear Strategy And Fusion Energy And Advanced Nuclear Technologies",Wga Only,Ox14 3db,27500000.0,642527,Desnz - Ukaea Financing-grant-in-aid To Arms Length Bodies
2024-12-12,2024-12-01 00:00:00,THERMLY LTD,R & D Current Grants To Private Sector - Npish,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Grant,M2 6ba,55199.34,643007,Desnz - Net Zero Innovation - Built-r & D Current Grants To Private Sector - Npish
2024-12-12,2024-12-01 00:00:00,URENCO LTD,Capital Grants To Private Sector - Companies,"Desnz - Net Zero, Nuclear & International - Desnz - Nuclear Power And Decommissioning",Vendor,Sl2 4js,552724.22,643431,Desnz - Haleu Phase 1 Onr / Urenco Support-capital Grants To Private Sector - Companies
2024-12-12,2024-12-01 00:00:00,OVE ARUP AND PARTNERS LTD,Research And Development Expenditure,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Clean Heat,Vendor,W1t 4bq,46037.72,643015,Desnz - Heat Networks Policy Support And Delivery-research And Development Expenditure
2024-12-12,2024-12-01 00:00:00,SALIX FINANCE LTD,Capital Grants To Public Corporations (Pcs),Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Industrial Decarbonisation And Emissions Trading,Grant,Ec4n 7be,18027216.7,643053,Desnz - Public Sector Decarbonisation Scheme (Psds)-Capital Grants To Public Corporations (Pcs)
2024-12-12,2024-12-01 00:00:00,AQUILA NUCLEAR ENGINEERING LTD T/A CYCLIFE AQUILA NUCLEAR,Capital Grants To Private Sector - Companies,"Desnz - Net Zero, Nuclear & International - Desnz - Nuclear Power And Decommissioning",Grant,So21 1qa,29639.59,643436,Desnz - Medical Radioisotope Innovation Programme-capital Grants To Private Sector - Companies
2024-12-12,2024-12-01 00:00:00,UKRI - SCIENCE AND TECHNOLOGY FACILITIES COUNCIL,R & D Outsourced Other,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Wga Only,Np10 8qq,862202.86,641534,Desnz - Net Zero Innovation - Hydrogen-r & D Outsourced Other
2024-12-12,2024-12-01 00:00:00,JOHN CRANE UK LTD,R & D Current Grants To Private Sector - Npish,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Grant,Sl1 4lu,66356.6,643000,Desnz - Net Zero Innovation Industry And Carbon Capture Demonstration-r & D Current Grants To Private Sector - Npish
2024-12-12,2024-12-01 00:00:00,CAVENDISH NUCLEAR LTD,Capital Grants To Private Sector - Companies,"Desnz - Net Zero, Nuclear & International - Desnz - New Nuclear Strategy And Fusion Energy And Advanced Nuclear Technologies",Vendor,Le3 1uf,168524.63,642637,Desnz - Future Nuclear Enabling Fund-capital Grants To Private Sector - Companies
2024-12-12,2024-12-01 00:00:00,CAVENDISH NUCLEAR LTD,Capital Grants To Private Sector - Companies,"Desnz - Net Zero, Nuclear & International - Desnz - New Nuclear Strategy And Fusion Energy And Advanced Nuclear Technologies",Vendor,Le3 1uf,540733.63,642642,Desnz - Future Nuclear Enabling Fund-capital Grants To Private Sector - Companies
2024-12-12,2024-12-01 00:00:00,NEWPORT CITY HOMES ASSOCIATION LTD,Capital Grants To Private Sector - Companies,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Clean Heat,Grant,Np20 2dw,180395.1,642567,Desnz - Heat Networks Efficiency Scheme (Hnes)-Capital Grants To Private Sector - Companies
2024-12-12,2024-12-01 00:00:00,SPRINGFIELDS FUELS LTD,Capital Grants To Private Sector - Companies,"Desnz - Net Zero, Nuclear & International - Desnz - Nuclear Power And Decommissioning",Vendor,Pr4 0xj,241411.65,643085,Desnz - Critical Infrastructure And Capability Package - Fuel Programme-capital Grants To Private Sector - Companies
2024-12-12,2024-12-01 00:00:00,TRIPLE POINT INVESTMENT MANAGEMENT LLP,Outsourced Programme Management,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Clean Heat,Vendor,Ec4n 7af,71744.4,643005,Desnz - Hnip Delivery Programme Expenditure-outsourced Programme Management
2024-12-13,2024-12-01 00:00:00,TRIAD GROUP PLC,R & D Other It Consultancy,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Industrial Decarbonisation And Emissions Trading,Vendor,Mk7 8le,39150.0,643533,Desnz - Uk Ets-r & D Other It Consultancy
2024-12-13,2024-12-01 00:00:00,TRIAD GROUP PLC,R & D Other It Consultancy,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Industrial Decarbonisation And Emissions Trading,Vendor,Gu7 1xe,28400.0,643539,Desnz - Uk Ets-r & D Other It Consultancy
2024-12-13,2024-12-01 00:00:00,NOTTING HILL GENESIS,Capital Grants To Private Sector - Companies,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Clean Heat,Grant,N1 9fl,390984.46,642554,Desnz - Heat Networks Efficiency Scheme (Hnes)-Capital Grants To Private Sector - Companies
2024-12-13,2024-12-01 00:00:00,TRIPLE POINT INVESTMENT MANAGEMENT LLP,Administration Of Grants And Awards,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Clean Heat,Vendor,Ec4n 7af,273178.38,643564,Desnz - Green Heat Networks Fund (Ghnf)-Administration Of Grants And Awards
2024-12-13,2024-12-01 00:00:00,NNB HOLDING COMPANY (SZC) LTD,Nca - Additions - Shares And Equities - Central Government,"Desnz - Net Zero, Nuclear & International - Desnz - Nuclear Projects Delivery Directorate",Vendor,W1t 4ez,55000000.0,638479,Desnz - Sizewell C Financing-nca - Additions - Shares And Equities - Central Government
2024-12-13,2024-12-01 00:00:00,TRIAD GROUP PLC,R & D Other It Consultancy,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Industrial Decarbonisation And Emissions Trading,Vendor,Gu7 1xe,38370.0,643535,Desnz - Uk Ets-r & D Other It Consultancy
2024-12-13,2024-12-01 00:00:00,AMAZON WEB SERVICES EMEA SARL,It Hosting Services,"Desnz - Net Zero, Nuclear & International - Desnz - Nuclear Protection Directorate",Vendor,L-2338,71715.81,641814,Desnz - Rrems Business As Usual-it Hosting Services
2024-12-16,2024-12-01 00:00:00,UK SHARED BUSINESS SERVICES LTD,Uksbs - Service Costs,Ics - Integrated Corporate Services - Ics - Digital,Vendor,Sn2 1ff,340463.0,643951,Ics - Dsit Cs Admin-uksbs - Service Costs
2024-12-16,2024-12-01 00:00:00,TOGETHER HOUSING ASSOCIATION,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,Grant,Hx1 2eb,472000.0,643517,Desnz - Social Housing Decarbonisation Fund (Shdf)-Capital Grants To Local Government
2024-12-16,2024-12-01 00:00:00,FAIRHIVE HOMES LTD,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,Grant,Hp20 2nj,262438.83,643482,Desnz - Social Housing Decarbonisation Fund (Shdf)-Capital Grants To Local Government
2024-12-16,2024-12-01 00:00:00,ST ALBANS DISTRICT COUNCIL,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,Wga Only,Al1 3je,1095944.46,643510,Desnz - Social Housing Decarbonisation Fund (Shdf)-Capital Grants To Local Government
2024-12-16,2024-12-01 00:00:00,CHESHIRE PEAKS AND PLAINS HOUSING TRUST LTD,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,Grant,Sk11 6qj,78650.43,643500,Desnz - Social Housing Decarbonisation Fund (Shdf)-Capital Grants To Local Government
2024-12-16,2024-12-01 00:00:00,LUXUS LTD,R & D Current Grants To Private Sector - Npish,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Grant,Ln11 0lq,69138.44,644218,Desnz - Delivery Of Beis Energy Innovation-r & D Current Grants To Private Sector - Npish
2024-12-16,2024-12-01 00:00:00,SWINDON BOROUGH COUNCIL,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,Wga Only,Sn2 2ey,102842.31,643513,Desnz - Social Housing Decarbonisation Fund (Shdf)-Capital Grants To Local Government
2024-12-16,2024-12-01 00:00:00,CHAMELEON TECHNOLOGY (UK) LTD,R & D Current Grants To Private Sector - Npish,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Grant,Hg3 1uf,171563.27,643904,Desnz - Net Zero Innovation - Smart-r & D Current Grants To Private Sector - Npish
2024-12-16,2024-12-01 00:00:00,LIVING PLACES EARTH LTD,R & D Current Grants To Private Sector - Npish,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Vendor,Tn11 8jh,76496.15,644212,Desnz - Net Zero Innovation - Built-r & D Current Grants To Private Sector - Npish
2024-12-16,2024-12-01 00:00:00,WANDLE HOUSING ASSOCIATION LTD,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,Grant,Se1 8nw,155622.88,643453,Desnz - Social Housing Decarbonisation Fund (Shdf)-Capital Grants To Local Government
2024-12-16,2024-12-01 00:00:00,WEALDEN DISTRICT COUNCIL,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,Vendor,Bn27 2ax,576569.94,643456,Desnz - Social Housing Decarbonisation Fund (Shdf)-Capital Grants To Local Government
2024-12-16,2024-12-01 00:00:00,WAVERLEY BOROUGH COUNCIL,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,Vendor,Gu7 1hr,33510.61,643457,Desnz - Social Housing Decarbonisation Fund (Shdf)-Capital Grants To Local Government
2024-12-16,2024-12-01 00:00:00,FOLKESTONE AND HYTHE DISTRICT COUNCIL,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,Grant,Ct20 2qy,328600.0,643515,Desnz - Social Housing Decarbonisation Fund (Shdf)-Capital Grants To Local Government
2024-12-16,2024-12-01 00:00:00,PEOPLE POWERED RETROFIT LTD,R & D Current Grants To Private Sector - Npish,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Grant,M4 7hr,64873.4,644217,Desnz - Net Zero Innovation - Built-r & D Current Grants To Private Sector - Npish
2024-12-16,2024-12-01 00:00:00,ROYAL BOROUGH OF GREENWICH,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,Grant,Se18 6hq,211881.99,643503,Desnz - Social Housing Decarbonisation Fund (Shdf)-Capital Grants To Local Government
2024-12-16,2024-12-01 00:00:00,TANDRIDGE DISTRICT COUNCIL,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,Grant,Rh8 0bt,94372.0,643458,Desnz - Social Housing Decarbonisation Fund (Shdf)-Capital Grants To Local Government
2024-12-16,2024-12-01 00:00:00,OFFICE OF GAS AND ELECTRICITY MARKETS (OFGEM),Administration Of Grants And Awards,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Portfolio & Affordability,Grant,E14 4pu,473922.97,643060,Desnz - Gb Insulation Scheme-administration Of Grants And Awards
2024-12-16,2024-12-01 00:00:00,ASHFORD BOROUGH COUNCIL,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,Grant,Tn23 1pl,84036.22,643475,Desnz - Social Housing Decarbonisation Fund (Shdf)-Capital Grants To Local Government
2024-12-16,2024-12-01 00:00:00,CROSS KEYS HOMES LTD,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,Grant,Pe2 7bz,72857.14,643479,Desnz - Social Housing Decarbonisation Fund (Shdf)-Capital Grants To Local Government
2024-12-16,2024-12-01 00:00:00,LIVERPOOL CITY REGION COMBINED AUTHORITY,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,Vendor,L3 1bp,4945483.67,643489,Desnz - Social Housing Decarbonisation Fund (Shdf)-Capital Grants To Local Government
2024-12-16,2024-12-01 00:00:00,CITY OF WOLVERHAMPTON COUNCIL,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,Grant,Wv1 1rl,615240.0,643466,Desnz - Social Housing Decarbonisation Fund (Shdf)-Capital Grants To Local Government
2024-12-16,2024-12-01 00:00:00,EPPING FOREST DISTRICT COUNCIL,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,Grant,Cm16 4bz,130727.21,643480,Desnz - Social Housing Decarbonisation Fund (Shdf)-Capital Grants To Local Government
2024-12-16,2024-12-01 00:00:00,FLAGSHIP HOUSING GROUP,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,Grant,Nr1 1pd,235316.38,643483,Desnz - Social Housing Decarbonisation Fund (Shdf)-Capital Grants To Local Government
2024-12-16,2024-12-01 00:00:00,LONDON BOROUGH OF HARINGEY,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,Grant,N22 7tr,78404.33,643461,Desnz - Social Housing Decarbonisation Fund (Shdf)-Capital Grants To Local Government
2024-12-16,2024-12-01 00:00:00,MHS HOMES LTD,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,Grant,Me4 4ll,61211.73,643463,Desnz - Social Housing Decarbonisation Fund (Shdf)-Capital Grants To Local Government
2024-12-16,2024-12-01 00:00:00,MEDWAY COUNCIL,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,Wga Only,Me4 4tr,42200.49,643491,Desnz - Social Housing Decarbonisation Fund (Shdf)-Capital Grants To Local Government
2024-12-16,2024-12-01 00:00:00,LINCOLNSHIRE HOUSING PARTNERSHIP LTD,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,Grant,Dn31 2lj,176875.51,643488,Desnz - Social Housing Decarbonisation Fund (Shdf)-Capital Grants To Local Government
2024-12-16,2024-12-01 00:00:00,ISLINGTON AND SHOREDITCH HOUSING ASSOCIATION,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,Grant,N4 2dr,123838.31,643487,Desnz - Social Housing Decarbonisation Fund (Shdf)-Capital Grants To Local Government
2024-12-16,2024-12-01 00:00:00,NSAH (ALLIANCE HOMES) LTD,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,Grant,Bs20 7aw,212000.0,643497,Desnz - Social Housing Decarbonisation Fund (Shdf)-Capital Grants To Local Government
2024-12-16,2024-12-01 00:00:00,BANK OF ENGLAND,Ncl - Accruals - Oda Promissory Notes,"Desnz - Net Zero, Nuclear & International - Desnz - Inz: Climate Finance & Strategy",Vendor,Ec2r 8ah,5314038.55,643045,Desnz - International Climate Finance (Icf)-Ncl - Accruals - Oda Promissory Notes
2024-12-16,2024-12-01 00:00:00,LONGHURST GROUP LTD,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,Grant,Nn10 6bs,315512.04,643490,Desnz - Social Housing Decarbonisation Fund (Shdf)-Capital Grants To Local Government
2024-12-16,2024-12-01 00:00:00,NORTH TYNESIDE COUNCIL,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,Grant,Ne27 0by,556113.97,643495,Desnz - Social Housing Decarbonisation Fund (Shdf)-Capital Grants To Local Government
2024-12-16,2024-12-01 00:00:00,VIVID HOUSING LTD,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,Grant,Po2 8hb,342992.91,643518,Desnz - Social Housing Decarbonisation Fund (Shdf)-Capital Grants To Local Government
2024-12-16,2024-12-01 00:00:00,COVENTRY CITY COUNCIL,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,Wga Only,Cv1 5rr,1297703.86,643477,Desnz - Social Housing Decarbonisation Fund (Shdf)-Capital Grants To Local Government
2024-12-16,2024-12-01 00:00:00,NOTTINGHAM CITY COUNCIL,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,Wga Only,Ng2 3ng,2910716.58,643496,Desnz - Social Housing Decarbonisation Fund (Shdf)-Capital Grants To Local Government
2024-12-16,2024-12-01 00:00:00,PEABODY TRUST,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,Grant,Se1 7jb,1580941.92,643499,Desnz - Social Housing Decarbonisation Fund (Shdf)-Capital Grants To Local Government
2024-12-16,2024-12-01 00:00:00,OXFORD CITY COUNCIL,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,Grant,Ox1 1ds,118947.1,643498,Desnz - Social Housing Decarbonisation Fund (Shdf)-Capital Grants To Local Government
2024-12-16,2024-12-01 00:00:00,THANET DISTRICT COUNCIL,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,Grant,Ct9 1xz,242536.25,643514,Desnz - Social Housing Decarbonisation Fund (Shdf)-Capital Grants To Local Government
2024-12-16,2024-12-01 00:00:00,SOUTHEND ON SEA CITY COUNCIL,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,Wga Only,Ss2 6er,52281.95,643506,Desnz - Social Housing Decarbonisation Fund (Shdf)-Capital Grants To Local Government
2024-12-16,2024-12-01 00:00:00,WEST YORKSHIRE COMBINED AUTHORITY,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,Wga Only,Ls1 2de,660859.0,643520,Desnz - Social Housing Decarbonisation Fund (Shdf)-Capital Grants To Local Government
2024-12-16,2024-12-01 00:00:00,OFFICE OF GAS AND ELECTRICITY MARKETS (OFGEM),Administration Of Grants And Awards,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Portfolio & Affordability,Grant,E14 4pu,1413866.71,643060,Desnz - Rhi Non-domestic Costs-administration Of Grants And Awards
2024-12-16,2024-12-01 00:00:00,CRAWLEY BOROUGH COUNCIL,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,Vendor,Rh10 1uz,318104.89,643478,Desnz - Social Housing Decarbonisation Fund (Shdf)-Capital Grants To Local Government
2024-12-16,2024-12-01 00:00:00,OFFICE OF GAS AND ELECTRICITY MARKETS (OFGEM),Administration Of Grants And Awards,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Portfolio & Affordability,Grant,E14 4pu,83361.88,643060,Desnz - Ofgem Overheads-administration Of Grants And Awards
2024-12-16,2024-12-01 00:00:00,OFFICE OF GAS AND ELECTRICITY MARKETS (OFGEM),Administration Of Grants And Awards,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Portfolio & Affordability,Grant,E14 4pu,504404.38,643060,Desnz - Rhi Domestic Costs-administration Of Grants And Awards
2024-12-16,2024-12-01 00:00:00,PROCTER & GAMBLE TECHNICAL CENTRES LTD,R & D Current Grants To Private Sector - Npish,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Grant,Kt13 0xp,278487.95,644222,Desnz - Net Zero Innovation Industry And Carbon Capture Demonstration-r & D Current Grants To Private Sector - Npish
2024-12-16,2024-12-01 00:00:00,UK SHARED BUSINESS SERVICES LTD,Uksbs - Service Costs,Ics - Integrated Corporate Services - Ics - Digital,Vendor,Sn2 1ff,467289.0,643944,Ics - Desnz Cs Admin-uksbs - Service Costs
2024-12-16,2024-12-01 00:00:00,OVE ARUP AND PARTNERS LTD,Consultancy Expenditure,Desnz - Energy Infrastructure - Desnz - Hydrogen And Industrial Carbon Capture,Vendor,Ne1 3pl,195130.31,643852,Desnz - Hydrogen And Industrial Energy Business Models-consultancy Expenditure
2024-12-16,2024-12-01 00:00:00,UK SHARED BUSINESS SERVICES LTD,Uksbs - Service Costs,Ics - Integrated Corporate Services - Ics - Digital,Vendor,Sn2 1ff,36798.33,643946,Ics - Admin-uksbs - Service Costs
2024-12-16,2024-12-01 00:00:00,LONDON BOROUGH OF LAMBETH,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,Wga Only,Sw2 1rw,436697.18,643459,Desnz - Social Housing Decarbonisation Fund (Shdf)-Capital Grants To Local Government
2024-12-16,2024-12-01 00:00:00,BABERGH DISTRICT COUNCIL,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,Grant,Ip1 2bx,318655.3,643460,Desnz - Social Housing Decarbonisation Fund (Shdf)-Capital Grants To Local Government
2024-12-16,2024-12-01 00:00:00,GREENSQUAREACCORD LTD,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,Grant,B70 6qg,446575.0,643485,Desnz - Social Housing Decarbonisation Fund (Shdf)-Capital Grants To Local Government
2024-12-16,2024-12-01 00:00:00,RAMBOLL UK LTD,Outsourced Programme Management,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Clean Heat,Vendor,Se1 8nw,60232.28,644214,Desnz - Heat Networks Zoning-outsourced Programme Management
2024-12-16,2024-12-01 00:00:00,STONEWATER LTD,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,Grant,Le6 8ep,818880.71,643512,Desnz - Social Housing Decarbonisation Fund (Shdf)-Capital Grants To Local Government
2024-12-16,2024-12-01 00:00:00,VISIONIST LTD,Other It Consultancy,Ics - Integrated Corporate Services - Ics - Digital,Vendor,Bh24 3fg,138100.5,642063,Ics - Admin-other It Consultancy
2024-12-16,2024-12-01 00:00:00,OFFICE OF GAS AND ELECTRICITY MARKETS (OFGEM),Administration Of Grants And Awards,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Portfolio & Affordability,Grant,E14 4pu,451760.66,643060,Desnz - Re:Fit Programme - Local Partnership-administration Of Grants And Awards
2024-12-16,2024-12-01 00:00:00,EXETER CITY COUNCIL,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,Grant,Ex1 1jn,255000.0,643481,Desnz - Social Housing Decarbonisation Fund (Shdf)-Capital Grants To Local Government
2024-12-16,2024-12-01 00:00:00,CGI IT UK LTD,Outsourced Technical Support,Ics - Integrated Corporate Services - Ics - Digital,Vendor,Ec3m 3by,53684.64,643116,Ics - Admin-outsourced Technical Support
2024-12-16,2024-12-01 00:00:00,NORTH EAST DERBYSHIRE DISTRICT COUNCIL,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,Grant,S42 6ng,308672.69,643494,Desnz - Social Housing Decarbonisation Fund (Shdf)-Capital Grants To Local Government
2024-12-16,2024-12-01 00:00:00,LIVING PLACES EARTH LTD,R & D Current Grants To Private Sector - Npish,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Vendor,Tn11 8jh,44176.99,644220,Desnz - Net Zero Innovation - Built-r & D Current Grants To Private Sector - Npish
2024-12-16,2024-12-01 00:00:00,LONDON BOROUGH OF WALTHAM FOREST,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,Grant,E17 4jf,190666.44,643454,Desnz - Social Housing Decarbonisation Fund (Shdf)-Capital Grants To Local Government
2024-12-16,2024-12-01 00:00:00,THREE RIVERS DISTRICT COUNCIL,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,Grant,Wd3 1rl,196858.67,643516,Desnz - Social Housing Decarbonisation Fund (Shdf)-Capital Grants To Local Government
2024-12-16,2024-12-01 00:00:00,RAVEN HOUSING TRUST LTD,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,Grant,Rh1 1ss,140000.0,643501,Desnz - Social Housing Decarbonisation Fund (Shdf)-Capital Grants To Local Government
2024-12-16,2024-12-01 00:00:00,RAMBOLL UK LTD,Outsourced Programme Management,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Clean Heat,Vendor,Se1 8nw,62830.98,643948,Desnz - Heat Networks Zoning-outsourced Programme Management
2024-12-16,2024-12-01 00:00:00,RSM UK CONSULTING LLP,Research And Development Expenditure,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Clean Heat,Vendor,Bt1 3lg,33994.0,643954,Desnz - Heat Networks Efficiency Scheme (Hnes)-Research And Development Expenditure
