Date of Payment,Expense Type,Expense Area,Supplier,Transaction Number,Amount,Description,Supplier Post Code,Supplier Type,Invoice Number,Purchase Order Number,Cost Centre Name,NAC Code,NAC Name,Programme Code,Programme Name,Cost Centre Code,Directorate
13/09/2024,Other Professional Services,"Desnz - Net Zero, Nuclear & International - Desnz - Inz: Climate Finance & Strategy",Ricardo-aea Ltd,620866,"£41,607.67",Desnz - International Climate Finance (Icf)-Other Professional Services,Ox11 0qr,Vendor,6207941,427000004371,Desnz - Inz - Oda,52114001,Other Professional Services,707036,Desnz - International Climate Finance (Icf),700236,"Net Zero, Nuclear & International"
13/09/2024,Other Professional Services,"Desnz - Net Zero, Nuclear & International - Desnz - Inz: Climate Finance & Strategy",Ricardo-aea Ltd,620867,"£89,595.85",Desnz - International Climate Finance (Icf)-Other Professional Services,Ox11 0qr,Vendor,6207940,427000004372,Desnz - Inz - Oda,52114001,Other Professional Services,707036,Desnz - International Climate Finance (Icf),700236,"Net Zero, Nuclear & International"
13/09/2024,Other Professional Services,"Desnz - Net Zero, Nuclear & International - Desnz - Inz: Climate Finance & Strategy",Ricardo-aea Ltd,620869,"£61,470.02",Desnz - International Climate Finance (Icf)-Other Professional Services,Ox11 0qr,Vendor,6207939,427000002481,Desnz - Inz - Oda,52114001,Other Professional Services,707036,Desnz - International Climate Finance (Icf),700236,"Net Zero, Nuclear & International"
16/09/2024,Current Grants To Private Sector - Npish,"Desnz - Net Zero, Nuclear & International - Desnz - Inz: Climate Finance & Strategy",Dai Global Uk Ltd,621164,"£172,535.89",Desnz - International Climate Finance (Icf)-Current Grants To Private Sector - Npish,Hp3 9td,Vendor,22043-10,427000000177,Desnz - Inz - Oda,54156001,Current Grants To Private Sector - Npish,707036,Desnz - International Climate Finance (Icf),700236,"Net Zero, Nuclear & International"
16/09/2024,Current Grants To Private Sector - Npish,"Desnz - Net Zero, Nuclear & International - Desnz - Inz: Climate Finance & Strategy",Dai Global Uk Ltd,621164,"£902,072.11",Desnz - International Climate Finance (Icf)-Current Grants To Private Sector - Npish,Hp3 9td,Vendor,22043-10,427000000177,Desnz - Inz - Oda,54156001,Current Grants To Private Sector - Npish,707036,Desnz - International Climate Finance (Icf),700236,"Net Zero, Nuclear & International"
17/09/2024,Other Professional Services,"Desnz - Net Zero, Nuclear & International - Desnz - Inz: Climate Finance & Strategy",Tlt Llp,621713,"£38,751.98",Desnz - International Climate Finance (Icf)-Other Professional Services,Bs1 6tp,Vendor,1487337,427000000381,Desnz - Inz - Oda,52114001,Other Professional Services,707036,Desnz - International Climate Finance (Icf),700236,"Net Zero, Nuclear & International"
20/09/2024,Programme Monitoring And Evaluation,"Desnz - Net Zero, Nuclear & International - Desnz - Inz: Climate Finance & Strategy",Niras Group (Uk) Ltd,622274,"£133,935.00",Desnz - International Climate Finance (Icf)-Programme Monitoring And Evaluation,Sl5 7jr,Vendor,81102576,427000004667,Desnz - Inz - Oda,52114034,Programme Monitoring And Evaluation,707036,Desnz - International Climate Finance (Icf),700236,"Net Zero, Nuclear & International"
06/09/2024,Ppm Consultancy,Desnz - Energy Markets & Supply - Desnz - Energy Affordability & Consumers,Moorhouse Consulting Ltd,613926,"£91,716.00",Desnz - Energy Bill Discount Scheme Del-prog-ppm Consultancy,Ec2m 1qs,Vendor,Sin009922,427000000083,Desnz - Energy Bills Relief Scheme,52112022,Ppm Consultancy,700391,Desnz - Energy Bill Discount Scheme Del-prog,700686,Energy Markets & Supply
27/09/2024,Audit Services,Desnz - Energy Markets & Supply - Desnz - Energy Affordability & Consumers,Ernst And Young Llp,614296,"£39,115.05",Desnz - Energy Bill Discount Scheme Del-prog-audit Services,Se1 2af,Vendor,Gb01g000569638,427000002283,Desnz - Energy Bills Relief Scheme,52115001,Audit Services,700391,Desnz - Energy Bill Discount Scheme Del-prog,700686,Energy Markets & Supply
26/09/2024,Outsourced Programme Management,Desnz - Energy Markets & Supply - Desnz - Energy Affordability & Consumers,Fti Consulting Ltd,616815,"£41,040.55",Desnz - Energy Bills Relief Scheme-outsourced Programme Management,Ec1a 4hd,Vendor,101000028693,427000000078,Desnz - Energy Bills Relief Scheme,52114021,Outsourced Programme Management,700380,Desnz - Energy Bills Relief Scheme,700686,Energy Markets & Supply
06/09/2024,Ppm Consultancy,Desnz - Energy Markets & Supply - Desnz - Energy Affordability & Consumers,Moorhouse Consulting Ltd,618175,"£70,746.00",Desnz - Energy Bill Discount Scheme Del-prog-ppm Consultancy,Ec2m 1qs,Vendor,Sin009994,427000000083,Desnz - Energy Bills Relief Scheme,52112022,Ppm Consultancy,700391,Desnz - Energy Bill Discount Scheme Del-prog,700686,Energy Markets & Supply
02/09/2024,Programme Monitoring And Evaluation,Desnz - Energy Markets & Supply - Desnz - Energy Affordability & Consumers,Iff Research Ltd,618638,"£31,050.00",Desnz - Energy Bills Relief Scheme-programme Monitoring And Evaluation,Ec3r 6hd,Vendor,18801,427000000635,Desnz - Energy Bills Relief Scheme,52114034,Programme Monitoring And Evaluation,700380,Desnz - Energy Bills Relief Scheme,700686,Energy Markets & Supply
02/09/2024,Programme Monitoring And Evaluation,Desnz - Energy Markets & Supply - Desnz - Energy Affordability & Consumers,Iff Research Ltd,618644,"£38,105.00",Desnz - Energy Bills Relief Scheme-programme Monitoring And Evaluation,Ec3r 6hd,Vendor,18800,427000000635,Desnz - Energy Bills Relief Scheme,52114034,Programme Monitoring And Evaluation,700380,Desnz - Energy Bills Relief Scheme,700686,Energy Markets & Supply
27/09/2024,Audit Services,Desnz - Energy Markets & Supply - Desnz - Energy Affordability & Consumers,Ernst And Young Llp,620325,"£213,454.00",Desnz - Energy Bill Discount Scheme Del-prog-audit Services,Se1 2af,Vendor,Gb01g000579656,427000002283,Desnz - Energy Bills Relief Scheme,52115001,Audit Services,700391,Desnz - Energy Bill Discount Scheme Del-prog,700686,Energy Markets & Supply
26/09/2024,Programme Monitoring And Evaluation,Desnz - Energy Markets & Supply - Desnz - Energy Affordability & Consumers,Iff Research Ltd,622180,"£62,368.53",Desnz - Energy Bills Relief Scheme-programme Monitoring And Evaluation,Ec3r 6hd,Vendor,18859,427000000635,Desnz - Energy Bills Relief Scheme,52114034,Programme Monitoring And Evaluation,700380,Desnz - Energy Bills Relief Scheme,700686,Energy Markets & Supply
24/09/2024,Subsidies To The Private Sector - Companies,Desnz - Energy Markets & Supply - Desnz - Energy Affordability & Consumers,Elexon Ltd,622940,"£7,482,758.66",Desnz - Energy Bill Discount Scheme Ame-subsidies To The Private Sector - Companies,Nw1 3aw,Vendor,Ebds_1001-240924,427000000871,Desnz - Energy Bills Relief Scheme,54612001,Subsidies To The Private Sector - Companies,700392,Desnz - Energy Bill Discount Scheme Ame,700686,Energy Markets & Supply
24/09/2024,Current Grants To Private Sector - Npish,Desnz - Energy Markets & Supply - Desnz - Energy Affordability & Consumers,Xoserve Ltd,622942,"£11,939,485.53",Desnz - Energy Bill Discount Scheme Ame-current Grants To Private Sector - Npish,B91 3dl,Grant,Ebds_1002-230924,427000000872,Desnz - Energy Bills Relief Scheme,54156001,Current Grants To Private Sector - Npish,700392,Desnz - Energy Bill Discount Scheme Ame,700686,Energy Markets & Supply
24/09/2024,Subsidies To The Private Sector - Companies,Desnz - Energy Markets & Supply - Desnz - Energy Affordability & Consumers,Xoserve Ltd,622942,"£2,093,901.64",Desnz - Energy Bill Discount Scheme Ame-subsidies To The Private Sector - Companies,B91 3dl,Grant,Ebds_1002-230924,427000000872,Desnz - Energy Bills Relief Scheme,54612001,Subsidies To The Private Sector - Companies,700392,Desnz - Energy Bill Discount Scheme Ame,700686,Energy Markets & Supply
13/09/2024,Payments To Government Legal Department,Desnz - Corporate Services - Desnz - Legal Services,Government Legal Department,620552,"£29,103.70",Desnz - Litigation And Government Legal Department-payments To Government Legal Department,Sw1h 9gl,Vendor,540187,427000005458,Desnz - Legal - Legal Resource Management,52114015,Payments To Government Legal Department,705001,Desnz - Litigation And Government Legal Department,706006,Corporate Services
24/09/2024,Payments To Government Legal Department,Desnz - Corporate Services - Desnz - Legal Services,Government Legal Department,622924,"£38,815.85",Desnz - Litigation And Government Legal Department-payments To Government Legal Department,Wc2b 4ts,Vendor,548842,427000005530,Desnz - Legal - Legal Resource Management,52114015,Payments To Government Legal Department,705001,Desnz - Litigation And Government Legal Department,706006,Corporate Services
03/09/2024,Additions  - Cost - Information Technology,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Industrial Decarbonisation And Emissions Trading,Uni Systems S.M.S.A,614348,"£245,133.42",Desnz - Business Energy Efficiency Delivery-additions  - Cost - Information Technology,Gr 17671,Vendor,M00050163,427000004136,Desnz - Ee&L - Business Energy Use,14112001,Additions  - Cost - Information Technology,700246,Desnz - Business Energy Efficiency Delivery,700208,Net Zero Buildings and Industry (NZBI)
13/09/2024,Current Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Industrial Decarbonisation And Emissions Trading,West Midlands Combined Authority,621009,"£728,559.68",Desnz - Business Energy Efficiency Delivery-current Grants To Local Government,B19 3sd,Grant,6005714,427000003698,Desnz - Ee&L - Business Energy Use,54152001,Current Grants To Local Government,700246,Desnz - Business Energy Efficiency Delivery,700208,Net Zero Buildings and Industry (NZBI)
16/09/2024,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Industrial Decarbonisation And Emissions Trading,West Midlands Combined Authority,621112,"£105,125.09",Desnz - Business Energy Efficiency Delivery-capital Grants To Local Government,B19 3sd,Grant,6005745,427000003700,Desnz - Ee&L - Business Energy Use,54112001,Capital Grants To Local Government,700246,Desnz - Business Energy Efficiency Delivery,700208,Net Zero Buildings and Industry (NZBI)
13/09/2024,Central Telecommunications Services,Ics - Integrated Corporate Services - Ics - Digital,Telefonica Uk Ltd,590279,"£50,000.00",Ics - Admin-central Telecommunications Services,Rg2 6uu,Vendor,Dbeis/0324,427000002797,Ics - Digital - Base - Technology-as-is,52182003,Central Telecommunications Services,700560,Ics - Admin,708833,ICS - Integrated Corporate Services
13/09/2024,Central Telecommunications Services,Ics - Integrated Corporate Services - Ics - Digital,Telefonica Uk Ltd,590279,"£152,878.44",Ics - Admin-central Telecommunications Services,Rg2 6uu,Vendor,Dbeis/0324,427000002797,Ics - Digital - Base - Technology-as-is,52182003,Central Telecommunications Services,700560,Ics - Admin,708833,ICS - Integrated Corporate Services
10/09/2024,Purchase Of Intangible Software,Ics - Integrated Corporate Services - Ics - Digital,Amazon Web Services Emea Sarl,614213,"£76,378.66",Ics - Admin-purchase Of Intangible Software,Ec2a 2fa,Vendor,Euingb24-3601273,427000001884,Ics - Digital - Base - Technology-as-is,52183003,Purchase Of Intangible Software,700560,Ics - Admin,708833,ICS - Integrated Corporate Services
09/09/2024,Purchase Of Intangible Software,Ics - Integrated Corporate Services - Ics - Digital,Amazon Web Services Emea Sarl,618123,"£26,253.05",Ics - Admin-purchase Of Intangible Software,L-1855,Vendor,Euingb24-2582599,427000001884,Ics - Digital - Base - Technology-as-is,52183003,Purchase Of Intangible Software,700560,Ics - Admin,708833,ICS - Integrated Corporate Services
09/09/2024,Purchase Of Intangible Software,Ics - Integrated Corporate Services - Ics - Digital,Amazon Web Services Emea Sarl,618129,"£42,711.94",Ics - Admin-purchase Of Intangible Software,Ec2a 2fa,Vendor,Euingb24-3588677,427000001884,Ics - Digital - Base - Technology-as-is,52183003,Purchase Of Intangible Software,700560,Ics - Admin,708833,ICS - Integrated Corporate Services
18/09/2024,Purchase Of Intangible Software,Ics - Integrated Corporate Services - Ics - Digital,Amazon Web Services Emea Sarl,619012,"£82,638.96",Ics - Admin-purchase Of Intangible Software,Ec2a 2fa,Vendor,Euingb24-4085183,427000001884,Ics - Digital - Base - Technology-as-is,52183003,Purchase Of Intangible Software,700560,Ics - Admin,708833,ICS - Integrated Corporate Services
10/09/2024,Purchase Of Intangible Software,Ics - Integrated Corporate Services - Ics - Digital,Amazon Web Services Emea Sarl,619285,"£48,538.72",Ics - Admin-purchase Of Intangible Software,L-1855,Vendor,Euingb24-4092412,427000001884,Ics - Digital - Base - Technology-as-is,52183003,Purchase Of Intangible Software,700560,Ics - Admin,708833,ICS - Integrated Corporate Services
24/09/2024,It Software Licences And Software Maintenance,Ics - Integrated Corporate Services - Ics - Digital,Phoenix Software Ltd,622192,"£141,902.69",Ics - Admin-it Software Licences And Software Maintenance,Yo42 1ns,Vendor,Op/I023159,427000001865,Ics - Digital - Base - Technology-as-is,52183004,It Software Licences And Software Maintenance,700560,Ics - Admin,708833,ICS - Integrated Corporate Services
30/09/2024,Consultancy Expenditure,Desnz - Energy Infrastructure - Desnz - Energy Systems & Networks,Baringa Partners Llp,611396,"£50,000.00",Desnz - Net Zero Costs - Admin-consultancy Expenditure,Sw1e 6aj,Vendor,39271,427000004050,Desnz - Es&N - Europe & Offshore Electricity Networks,52112001,Consultancy Expenditure,700259,Desnz - Net Zero Costs - Admin,701288,Energy Infrastructure
24/09/2024,Consultancy Expenditure,Desnz - Energy Infrastructure - Desnz - Energy Systems & Networks,Baringa Partners Llp,615645,"£99,471.38",Desnz - Net Zero Costs - Admin-consultancy Expenditure,Sw1e 6aj,Vendor,39394,427000004024,Desnz - Es&N - Europe & Offshore Electricity Networks,52112001,Consultancy Expenditure,700259,Desnz - Net Zero Costs - Admin,701288,Energy Infrastructure
30/09/2024,Consultancy Expenditure,Desnz - Energy Infrastructure - Desnz - Energy Systems & Networks,Baringa Partners Llp,620617,"£49,168.00",Desnz - Net Zero Costs - Admin-consultancy Expenditure,Sw1e 6aj,Vendor,39418,427000004050,Desnz - Es&N - Europe & Offshore Electricity Networks,52112001,Consultancy Expenditure,700259,Desnz - Net Zero Costs - Admin,701288,Energy Infrastructure
12/09/2024,Ict Outsourcing & Maintenance/Support,Desnz - Energy Infrastructure - Desnz - Offshore Petroleum Regulator For Environment And Decommissioning,Fivium Ltd,620614,"£38,460.25",Desnz - Energy Portal Costs-ict Outsourcing & Maintenance/Support,Wc2n 6ah,Vendor,Inv-3569,427000004308,Desnz - Opred - Envmt Regulation And Emergency Response,52181001,Ict Outsourcing & Maintenance/Support,707144,Desnz - Energy Portal Costs,700285,Energy Infrastructure
23/09/2024,Other Professional Services,Desnz - Energy Infrastructure - Desnz - Offshore Petroleum Regulator For Environment And Decommissioning,Jncc Support Co,622554,"£46,445.27",Desnz - Offshore Environmental Regulation-other Professional Services,Pe1 1jy,Vendor,64000003,427000004345,Desnz - Opred - Envmt Regulation And Emergency Response,52114001,Other Professional Services,707149,Desnz - Offshore Environmental Regulation,700285,Energy Infrastructure
06/09/2024,Other It Consultancy,Ics - Integrated Corporate Services - Ics - Digital,Visionist Ltd,619220,"£331,491.60",Ics - Admin-other It Consultancy,Bh24 3fg,Vendor,Inv-0698,427000000938,Ics - Digital - Technology-as-is,52112011,Other It Consultancy,700560,Ics - Admin,708588,ICS - Integrated Corporate Services
11/09/2024,Other It Consultancy,Ics - Integrated Corporate Services - Ics - Digital,Visionist Ltd,619260,"£397,647.60",Ics - Admin-other It Consultancy,Bh24 3fg,Vendor,Inv-0699,427000000937,Ics - Digital - Technology-as-is,52112011,Other It Consultancy,700560,Ics - Admin,708588,ICS - Integrated Corporate Services
06/09/2024,Other It Consultancy,Ics - Integrated Corporate Services - Ics - Digital,Visionist Ltd,619268,"£131,323.20",Ics - Admin-other It Consultancy,Bh24 3fg,Vendor,Inv-0700,427000000965,Ics - Digital - Technology-as-is,52112011,Other It Consultancy,700560,Ics - Admin,708588,ICS - Integrated Corporate Services
20/09/2024,Other It Consultancy,Ics - Integrated Corporate Services - Ics - Digital,Visionist Ltd,621981,"£137,585.78",Ics - Admin-other It Consultancy,Bh24 3fg,Vendor,Inv-0702,427000003032,Ics - Digital - Technology-as-is,52112011,Other It Consultancy,700560,Ics - Admin,708588,ICS - Integrated Corporate Services
09/09/2024,Grant-in-aid To Arms Length Bodies,"Desnz - Net Zero, Nuclear & International - Desnz - Net Zero Strategy",The Committee On Climate Change,617532,"£565,057.00",Desnz - Committee On Climate Change Grant-in-aid Payments-grant-in-aid To Arms Length Bodies,Yo1 7px,Grant,Grantclaim22/08/2024,427000005037,Desnz - Clean Growth - Sponsorship Of Ccc,54811001,Grant-in-aid To Arms Length Bodies,707197,Desnz - Committee On Climate Change Grant-in-aid Payments,700268,"Net Zero, Nuclear & International"
12/09/2024,R & D Outsourced Other,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Rheenergise Ltd,615120,"£125,941.20",Desnz - Net Zero Innovation - Smart-r & D Outsourced Other,Nw5 1lp,Grant,Inv-0060,427000000624,Desnz - Sice - Energy Innovation - Strategy And Portfolio,59149194,R & D Outsourced Other,707351,Desnz - Net Zero Innovation - Smart,700230,"Net Zero, Nuclear & International"
02/09/2024,R & D Outsourced Other,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Ukri-innovate Uk,617521,"£17,666,635.35",Desnz - Net Zero Innovation - Nuclear-r & D Outsourced Other,Sn2 1fl,Wga Only,Cin-1003275,427000002911,Desnz - Sice - Energy Innovation - Strategy And Portfolio,59149194,R & D Outsourced Other,707353,Desnz - Net Zero Innovation - Nuclear,700230,"Net Zero, Nuclear & International"
17/09/2024,R & D Current Grants To Private Sector - Npish,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",National Nuclear Laboratory Ltd,618397,"£650,000.00",Desnz - Delivery Of Beis Energy Innovation-r & D Current Grants To Private Sector - Npish,Wa3 6ae,Vendor,4041449,427000001124,Desnz - Sice - Energy Innovation - Strategy And Portfolio,59149010,R & D Current Grants To Private Sector - Npish,707181,Desnz - Delivery Of Beis Energy Innovation,700230,"Net Zero, Nuclear & International"
17/09/2024,R & D Current Grants To Private Sector - Npish,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",National Nuclear Laboratory Ltd,618401,"£524,386.59",Desnz - Delivery Of Beis Energy Innovation-r & D Current Grants To Private Sector - Npish,Wa3 6ae,Vendor,4041464,427000001117,Desnz - Sice - Energy Innovation - Strategy And Portfolio,59149010,R & D Current Grants To Private Sector - Npish,707181,Desnz - Delivery Of Beis Energy Innovation,700230,"Net Zero, Nuclear & International"
10/09/2024,R & D Outsourced Other,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Greensync Pty Ltd,618605,"£444,820.97",Desnz - Net Zero Innovation - Smart-r & D Outsourced Other,3000,Vendor,Inv-181513,427000000636,Desnz - Sice - Energy Innovation - Strategy And Portfolio,59149194,R & D Outsourced Other,707351,Desnz - Net Zero Innovation - Smart,700230,"Net Zero, Nuclear & International"
16/09/2024,R & D Current Grants To Private Sector - Npish,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",National Nuclear Laboratory Ltd,618645,"£1,050,506.07",Desnz - Delivery Of Beis Energy Innovation-r & D Current Grants To Private Sector - Npish,Wa3 6ae,Vendor,4041638,427000001117,Desnz - Sice - Energy Innovation - Strategy And Portfolio,59149010,R & D Current Grants To Private Sector - Npish,707181,Desnz - Delivery Of Beis Energy Innovation,700230,"Net Zero, Nuclear & International"
03/09/2024,R & D Current Grants To Private Sector - Npish,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",National Nuclear Laboratory Ltd,618663,"£400,000.00",Desnz - Delivery Of Beis Energy Innovation-r & D Current Grants To Private Sector - Npish,Wa3 6ae,Vendor,4041640,427000001124,Desnz - Sice - Energy Innovation - Strategy And Portfolio,59149010,R & D Current Grants To Private Sector - Npish,707181,Desnz - Delivery Of Beis Energy Innovation,700230,"Net Zero, Nuclear & International"
04/09/2024,R & D Outsourced Other,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Office For Nuclear Regulation,619103,"£54,745.83",Desnz - Net Zero Innovation - Nuclear-r & D Outsourced Other,Np10 8fz,Vendor,4509722,427000000481,Desnz - Sice - Energy Innovation - Strategy And Portfolio,59149194,R & D Outsourced Other,707353,Desnz - Net Zero Innovation - Nuclear,700230,"Net Zero, Nuclear & International"
05/09/2024,R & D Current Grants To Private Sector - Npish,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Mixergy Ltd,619299,"£38,810.63",Desnz - Net Zero Innovation - Built-r & D Current Grants To Private Sector - Npish,Ox29 4db,Vendor,2115,427000004591,Desnz - Sice - Energy Innovation - Strategy And Portfolio,59149010,R & D Current Grants To Private Sector - Npish,707349,Desnz - Net Zero Innovation - Built,700230,"Net Zero, Nuclear & International"
05/09/2024,R & D Current Grants To Private Sector - Npish,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Mixergy Ltd,619304,"£59,285.57",Desnz - Net Zero Innovation - Built-r & D Current Grants To Private Sector - Npish,Ox29 4db,Vendor,2310,427000004591,Desnz - Sice - Energy Innovation - Strategy And Portfolio,59149010,R & D Current Grants To Private Sector - Npish,707349,Desnz - Net Zero Innovation - Built,700230,"Net Zero, Nuclear & International"
05/09/2024,R & D Current Grants To Private Sector - Npish,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Cryobattery One Ltd,619329,"£1,546,667.00",Desnz - Net Zero Innovation - Smart-r & D Current Grants To Private Sector - Npish,Wc2h 0hf,Grant,64,427000001712,Desnz - Sice - Energy Innovation - Strategy And Portfolio,59149010,R & D Current Grants To Private Sector - Npish,707351,Desnz - Net Zero Innovation - Smart,700230,"Net Zero, Nuclear & International"
06/09/2024,R & D Current Grants To Private Sector - Npish,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Thermly Ltd,619735,"£54,959.09",Desnz - Net Zero Innovation - Built-r & D Current Grants To Private Sector - Npish,M2 6ba,Grant,Inv-0021,427000004727,Desnz - Sice - Energy Innovation - Strategy And Portfolio,59149010,R & D Current Grants To Private Sector - Npish,707349,Desnz - Net Zero Innovation - Built,700230,"Net Zero, Nuclear & International"
11/09/2024,R & D Current Grants To Private Sector - Npish,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Fetu Ltd,620328,"£54,864.59",Desnz - Net Zero Innovation - Built-r & D Current Grants To Private Sector - Npish,Hx5 9hh,Grant,Hpr002,427000004592,Desnz - Sice - Energy Innovation - Strategy And Portfolio,59149010,R & D Current Grants To Private Sector - Npish,707349,Desnz - Net Zero Innovation - Built,700230,"Net Zero, Nuclear & International"
24/09/2024,R & D Outsourced Other,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Rsm Uk Consulting Llp,620355,"£61,567.76",Desnz - Net Zero Innovation - Smart-r & D Outsourced Other,Bt1 3lg,Vendor,2331145,427000001095,Desnz - Sice - Energy Innovation - Strategy And Portfolio,59149194,R & D Outsourced Other,707351,Desnz - Net Zero Innovation - Smart,700230,"Net Zero, Nuclear & International"
11/09/2024,R & D Current Grants To Private Sector - Npish,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Escrow-tech Ltd,620392,"£180,539.01",Desnz - Net Zero Innovation - Built-r & D Current Grants To Private Sector - Npish,Bs32 0bt,Grant,Etl24/Ghfa/Ca/Cx3,427000003815,Desnz - Sice - Energy Innovation - Strategy And Portfolio,59149010,R & D Current Grants To Private Sector - Npish,707349,Desnz - Net Zero Innovation - Built,700230,"Net Zero, Nuclear & International"
13/09/2024,R & D Outsourced Other,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Engage Consulting Ltd,620835,"£40,608.00",Desnz - Net Zero Innovation - Smart-r & D Outsourced Other,Ec2n 1hn,Vendor,Beicf001-wp3-017,427000000638,Desnz - Sice - Energy Innovation - Strategy And Portfolio,59149194,R & D Outsourced Other,707351,Desnz - Net Zero Innovation - Smart,700230,"Net Zero, Nuclear & International"
13/09/2024,R & D Outsourced Other,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Engage Consulting Ltd,620836,"£56,502.03",Desnz - Net Zero Innovation - Smart-r & D Outsourced Other,Ec2n 1hn,Vendor,Beicf001-wp1-023,427000000638,Desnz - Sice - Energy Innovation - Strategy And Portfolio,59149194,R & D Outsourced Other,707351,Desnz - Net Zero Innovation - Smart,700230,"Net Zero, Nuclear & International"
13/09/2024,R & D Outsourced Other,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Engage Consulting Ltd,620844,"£27,937.30",Desnz - Net Zero Innovation - Smart-r & D Outsourced Other,Ec2n 1hn,Vendor,Beicf001-wp2-018,427000000638,Desnz - Sice - Energy Innovation - Strategy And Portfolio,59149194,R & D Outsourced Other,707351,Desnz - Net Zero Innovation - Smart,700230,"Net Zero, Nuclear & International"
17/09/2024,R & D Current Grants To Private Sector - Npish,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Fornax Energy Ltd,621356,"£26,915.00",Desnz - Net Zero Innovation - Built-r & D Current Grants To Private Sector - Npish,Ec1v 2nx,Grant,Inv-0027,427000004596,Desnz - Sice - Energy Innovation - Strategy And Portfolio,59149010,R & D Current Grants To Private Sector - Npish,707349,Desnz - Net Zero Innovation - Built,700230,"Net Zero, Nuclear & International"
17/09/2024,R & D Current Grants To Private Sector - Npish,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Sense Wind Ltd,621374,"£192,329.74",Desnz - Net Zero Innovation - Renewables-r & D Current Grants To Private Sector - Npish,Ip32 7gy,Grant,Fow2024-008,427000001322,Desnz - Sice - Energy Innovation - Strategy And Portfolio,59149010,R & D Current Grants To Private Sector - Npish,707348,Desnz - Net Zero Innovation - Renewables,700230,"Net Zero, Nuclear & International"
19/09/2024,R & D Outsourced Other,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Environment Agency,621979,"£28,265.30",Desnz - Net Zero Innovation - Nuclear-r & D Outsourced Other,Se18 5nj,Wga Only,2204967,427000000464,Desnz - Sice - Energy Innovation - Strategy And Portfolio,59149194,R & D Outsourced Other,707353,Desnz - Net Zero Innovation - Nuclear,700230,"Net Zero, Nuclear & International"
23/09/2024,R & D Outsourced Other,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Rheenergise Ltd,622262,"£298,594.09",Desnz - Net Zero Innovation - Smart-r & D Outsourced Other,Nw5 1lp,Grant,Inv-0067,427000000624,Desnz - Sice - Energy Innovation - Strategy And Portfolio,59149194,R & D Outsourced Other,707351,Desnz - Net Zero Innovation - Smart,700230,"Net Zero, Nuclear & International"
20/09/2024,R & D Outsourced Other,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Office For Nuclear Regulation,622479,"£43,664.49",Desnz - Net Zero Innovation - Nuclear-r & D Outsourced Other,L20 7hs,Vendor,4509795,427000000481,Desnz - Sice - Energy Innovation - Strategy And Portfolio,59149194,R & D Outsourced Other,707353,Desnz - Net Zero Innovation - Nuclear,700230,"Net Zero, Nuclear & International"
20/09/2024,R & D Outsourced Other,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Office For Nuclear Regulation,622482,"£28,505.17",Desnz - Net Zero Innovation - Nuclear-r & D Outsourced Other,L20 7hs,Vendor,4509721,427000000480,Desnz - Sice - Energy Innovation - Strategy And Portfolio,59149194,R & D Outsourced Other,707353,Desnz - Net Zero Innovation - Nuclear,700230,"Net Zero, Nuclear & International"
24/09/2024,R & D Outsourced Other,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Rheenergise Ltd,622827,"£270,895.03",Desnz - Net Zero Innovation - Smart-r & D Outsourced Other,Nw5 1lp,Grant,Inv-0068,427000000624,Desnz - Sice - Energy Innovation - Strategy And Portfolio,59149194,R & D Outsourced Other,707351,Desnz - Net Zero Innovation - Smart,700230,"Net Zero, Nuclear & International"
